strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_type	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_type	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
ERR1289844	Klebsiella pneumoniae	strong	98	310081	725389	5529739	no	-	ST16	0	1	8	9	-	0	-	0	-	0	-	0	-	0	-	wzi50	KL51	K51	none	Very high	99.94%		O3b	O3b	none	Very high	99.08%		aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	CatB4.v1?	-	sul1	-	-	dfrA12	OXA-1	-	CTX-M-15	-	-	SHV-1	-	-	-	GyrA-83F;GyrA-87N;ParC-84K	TEM-150?-0%	-	ST16	2	1	2	1	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1289845	unknown		9	5154	5472	20397	no	N50	NA	0	0	2	2	-	0	-	0	-	0	-	0	-	0	-	-	unknown (KL106)	unknown (KL106)	-	None	94.58%	KL106_01_galF,KL106_02_cpsACP,KL106_03_wzi,KL106_04_wza,KL106_05_wzb,KL106_06_wzc,KL106_07_wzy,KL106_08,KL106_09,KL106_10_wecB,KL106_11_wzx,KL106_12,KL106_13_wzx,KL106_14,KL106_15_rfbp,KL106_16_gnd,KL106_17,KL106_18_ugd	unknown (None)	unknown ()	none	None	0.00%		-	-	-	-	-	-	CatB4.v1	-	-	-	-	-	OXA-1	-	-	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1289847	Klebsiella pneumoniae	strong	350	324075	1201370	5673284	no	-	ST16	0	2	9	10	-	0	-	0	-	0	-	0	-	0	-	wzi50	KL51	K51	none	Very high	99.94%		O3b	O3b	none	Very high	99.08%		aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	CatB4.v1?	-	sul1	-	-	dfrA12	OXA-1	-	CTX-M-15	-	OXA-48	SHV-1	-	-	-	GyrA-83F;GyrA-87N;ParC-84K	-	-	ST16	2	1	2	1	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1289853	Klebsiella pneumoniae	strong	1468	46712	436401	7107223	no	total_size	ST405	1	2	8	15	ybt 26; ICEKp18	160-1LV	-	0	-	0	-	0	-	0	-	wzi143	KL151	unknown (KL151)	?-	Good	99.24%	KL151_16_gnd	O4	O4	none	Very high	99.70%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*;aadA2^;aph3-Ia.v1^	-	-	-	-	-	CatB4.v1?	-	sul1	tet(D)	-	dfrA12;dfrA14.v2*	OXA-1;OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-76	35Q	-	-	-	mphA?-0%	catA1?-79%;fosA7*?-0%	ST405	2	1	62	3	10	4	110	44	61	58	65	40	242	140	45	38	63	66	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1289854	Klebsiella pneumoniae	strong	99	274184	463450	5536790	no	-	ST35	1	0	1	1	ybt 9; ICEKp3	180	-	0	-	0	-	0	-	0	-	wzi37	KL22	K22	none	Very high	99.48%		O1/O2v1	O1ab	?-	Good	98.12%	O1/O2v1_01_wzm	-	-	-	-	-	-	-	-	-	tet(D)	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST35	2	1	2	1	10	1	19	5	11	6	5	1	16	37	9	5	5	133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1289855	Klebsiella pneumoniae	strong	84	353343	726235	5461934	no	-	ST278	0	0	2	4	-	0	-	0	-	0	-	0	-	0	-	wzi123	KL136	unknown (KL136)	none	Very high	99.65%		O1/O2v2	O2afg	none	Very high	98.30%		strA.v1;strB.v1	-	-	-	-	-	-	-	-	tet(B).v2*;tetR	-	-	-	-	-	-	-	SHV-27	156D	-	-	-	-	-	ST278	4	1	1	1	12	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1289856	Klebsiella pneumoniae	strong	168	150383	299400	5537565	no	-	ST453	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	-	KL8	K8	?	Good	98.89%		O1/O2v2	O2afg	none	Very high	98.34%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-116	-	-	-	-	-	-	ST453	2	50	1	1	21	4	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1289857	Klebsiella pneumoniae	strong	160	317734	743581	5431835	no	-	ST268	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi95	KL20	K20	?	Good	99.95%		O1/O2v1	O2a	none	Very high	98.97%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST268	2	1	2	1	7	1	81	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1289858	Klebsiella pneumoniae	strong	211	414916	993673	5434570	no	-	ST976	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi415	KL54	K54	none	Very high	99.84%		O1/O2v2	O1ab	none	Very high	99.23%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-27^	156D	-	-	-	-	-	ST976	2	3	108	26	3	4	64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334418	Klebsiella pneumoniae	strong	101	316909	593349	5578470	no	-	ST11	1	2	7	6	ybt 15; ICEKp11	230	-	0	-	0	-	0	-	0	-	wzi24	KL24	K24	?	Good	99.99%		O1/O2v1	O2a	none	Very high	98.52%		-	-	-	-	-	mphA	CatB4.v1?	-	-	tet(A).v1	-	dfrA14.v2*	OXA-1	-	-	-	NDM-1	SHV-11	35Q	-	-	GyrA-83F;GyrA-87A;ParC-80I	aac(6')-Ib-cr.v2?-0%	-	ST11	3	3	1	1	1	1	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334419	Klebsiella pneumoniae	strong	1359	212674	498164	6048709	no	-	ST11	1	2	4	3	ybt 15; ICEKp11	230	-	0	-	0	-	0	-	0	-	wzi24	KL24	K24	?-	Good	99.99%	KL24_08_wcuC	O1/O2v1	O2a	none	Very high	98.52%		aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	dfrA14.v2*	-	-	-	-	NDM-1	SHV-11	35Q	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST11	3	3	1	1	1	1	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334420	Klebsiella pneumoniae	strong	192	203854	674449	5713271	no	-	ST258	1	2	8	9	ybt 13; ICEKp2	299	-	0	-	0	-	0	-	0	-	wzi29	KL106	unknown (KL106)	?	Good	99.98%		O1/O2v2	O2afg	none	Very high	98.48%		aac(6')-Ib'.v1;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-2	SHV-11	35Q	OmpK35-25%	-	GyrA-83I;ParC-80I	OXA-9.v1*-42%	-	ST258	3	3	1	1	1	1	79	6	4	20	14	1	126	131	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334421	Klebsiella pneumoniae	strong	535	141803	376355	5775641	no	-	ST1916	0	0	2	2	-	0	-	0	-	0	-	0	-	0	-	wzi27	KL27	K27	none	Very high	99.96%		O1/O2v1	O1ab	none	Very high	98.54%		aac(6')-Ib'.v1	-	-	qnrS1	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	NDM-11?-51%;dfrA14.v1*?-0%	ST1916	4	77	13	3	4	27	25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334422	Klebsiella pneumoniae	strong	76	319565	728371	5386534	no	-	ST37	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi50	KL15	K15	none	Very high	99.78%		unknown (O4)	unknown (O4)	?-	None	99.74%	O4_03_hypothetical,O4_04_wzt,O4_05_wzm,O4_06_glycosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	fosA7*?-0%	ST37	2	9	2	1	13	1	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334423	Klebsiella pneumoniae	strong	751	224088	435116	6021645	no	-	ST101	1	3	8	11	ybt 9; ICEKp3	183-1LV	-	0	-	0	-	0	-	0	-	wzi137	KL17	K17	none	Very high	100.00%		O1/O2v1	O1ab	?-	Good	98.03%	O1/O2v1_06_wbbO	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2	-	-	-	-	-	CatB4.v1?;cmlB*	-	-	tet(D)	-	dfrA14.v2*	OXA-1;OXA-9.v1;SCO-1;TEM-1D.v1^	-	-	-	NDM-1^	SHV-1^	-	OmpK35-17%;OmpK36GD	MgrB-60%	GyrA-83Y;GyrA-87N;ParC-80I	CTX-M-139?-0%	sul1?-59%	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	5	101*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334424	Klebsiella pneumoniae	strong	105	321769	497658	5607748	no	-	ST11	1	2	4	3	ybt 15; ICEKp11	230	-	0	-	0	-	0	-	0	-	wzi24	KL24	K24	?-	Good	99.99%	KL24_08_wcuC	O1/O2v1	O2a	none	Very high	98.52%		aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	dfrA14.v2*	-	-	-	-	NDM-1	SHV-11	35Q	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST11	3	3	1	1	1	1	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334425	Klebsiella pneumoniae	strong	119	310640	803220	5580165	no	-	ST11	1	2	7	7	ybt 15; ICEKp11	230	-	0	-	0	-	0	-	0	-	wzi24	KL24	K24	?	Good	99.99%		O1/O2v1	O2a	none	Very high	98.52%		aac(3)-IIa.v1^;aac(6')-Ib'.v1*	-	-	-	-	mphA	CatB4.v1?	-	-	tet(A).v1	-	-	OXA-1	-	-	-	NDM-1	SHV-11	35Q	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST11	3	3	1	1	1	1	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334426	Klebsiella pneumoniae	strong	122	334564	738785	5393053	no	-	ST30	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi64	KL64	K64	none	Very high	99.89%		O1/O2v1	O1ab	none	Very high	98.65%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-71	146V	-	-	-	-	-	ST30	5	3	1	1	9	4	26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334430	Klebsiella pneumoniae	strong	204	315279	663456	5532735	no	-	ST3370	1	0	0	0	ybt 24; ICEKp16	403-1LV	-	0	-	0	-	0	-	0	-	wzi39	KL39	K39	none	Very high	99.53%		O5	O5	*	High	94.27%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-108^	35Q	-	-	-	-	TEM-10.v2?-51%;sul2?-70%	ST3370	2	1	2	14	9	187	5	68	74	79	85	53	214	215	58	82	117	105	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334431	Klebsiella pneumoniae	strong	785	167633	435127	6134213	no	-	ST101	1	0	7	9	ybt 9; ICEKp3	183	-	0	-	0	-	0	-	0	-	wzi137	KL17	K17	none	Very high	100.00%		O1/O2v1	O1ab	none	Very high	98.02%		aac(3)-IIa.v1^;strA.v1^;strB.v1	-	-	-	-	-	CatB4.v1?	-	sul2	tet(D)	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	-	-	-	SHV-1^	-	OmpK35-17%;OmpK36GD	-	GyrA-83Y;GyrA-87N;ParC-80I	CTX-M-139?-0%;aac(6')-Ib-cr.v2?-0%	NDM-1?-0%;tet(A).v1*?-0%	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334432	Klebsiella pneumoniae	strong	3435	33231	201076	7278088	no	total_size	ST864-1LV	4	2	10	13	ybt 15; ICEKp11	230-1LV	-	0	iuc 1	1	iro 1	1-1LV	rmp 1; KpVP-1	26	rmpA2_2-54%	wzi24	KL2	K2	?	Good	98.81%		O1/O2v1	O1ab	?-	Good	98.33%	O1/O2v1_03_wbbM	aac(3)-IIa.v1^;aac(6')-Ib'.v1;strA.v1^;strB.v1	-	-	-	-	mphA	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1	SHV-11^	35Q	OmpK36-50%	-	ParC-80I	-	-	ST864-1LV	3	3	1	1	1	1	2*	6	15	22	4	1	37	34	92	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1*	1	1	1	2	2	2	clbA_2*-0%
ERR1334433	Klebsiella pneumoniae	strong	406	177735	449890	5852895	no	-	ST258	1	3	9	9	ybt 13; ICEKp2 (truncated)	299-1LV	-	0	-	0	-	0	-	0	-	wzi29	KL106	unknown (KL106)	?	Good	99.98%		O1/O2v2	O2afg	none	Very high	98.48%		aac(6')-Ib'.v1;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-2	-	-	OmpK35-25%;OmpK36GD	MgrB-60%	GyrA-83I;ParC-80I	OXA-9.v1*-42%;SHV-129?-81%	-	ST258	3	3	1	1	1	1	79	6	4	20	14	1	126*-40%	131	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334434	Klebsiella pneumoniae	strong	112	391236	1431617	5383232	no	-	ST17	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi82	KL38	K38	none	Very high	98.98%		O1/O2v2	O2afg	none	Very high	98.45%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	aac(6')-Ib'.v1?-0%	-	ST17	2	1	1	1	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334435	unknown		19	6581	35620	77721	no	N50	NA	0	0	1	1	-	0	-	0	-	0	-	0	-	0	-	-	unknown (KL106)	unknown (KL106)	-	None	94.92%	KL106_01_galF,KL106_02_cpsACP,KL106_03_wzi,KL106_04_wza,KL106_05_wzb,KL106_06_wzc,KL106_07_wzy,KL106_08,KL106_09,KL106_10_wecB,KL106_11_wzx,KL106_12,KL106_13_wzx,KL106_14,KL106_15_rfbp,KL106_16_gnd,KL106_17,KL106_18_ugd	unknown (None)	unknown ()	none	None	0.00%		-	-	-	-	-	-	-	-	-	-	-	dfrA14.v2*	-	-	-	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334436	Klebsiella pneumoniae	strong	99	285879	732196	5523739	no	-	ST5400	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi101	KL24	K24	none	Very high	99.02%		O1/O2v1	O2a	none	Very high	98.75%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST5400	2	9	2	1	13	4	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334437	Klebsiella pneumoniae	strong	117	329113	518895	5474232	no	-	ST1192	0	0	6	8	-	0	-	0	-	0	-	0	-	0	-	wzi99	KL128	unknown (KL128)	none	Very high	99.99%		O3b	O3b	none	Very high	99.43%		aac(3)-IId^;aadA2^;aadA^	-	-	qnrS1	-	-	cmlA1*	-	sul3	-	-	dfrA12	TEM-1D.v1^	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST1192	4	3	41	2	17	4	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334438	Klebsiella pneumoniae	strong	85	348636	775553	5381491	no	-	ST2451	1	0	0	0	ybt 4; plasmid	329-2LV	-	0	-	0	-	0	-	0	-	-	KL35	K35	none	Very high	99.48%		O1/O2v1	O1ab	none	Very high	98.80%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-28^	-	-	-	-	-	-	ST2451	2	1	2	1	9	1	9	18	41	27	46	13	327	378	9	8	26	35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334439	unknown		7	12802	12802	23349	no	-	NA	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	-	unknown (None)	unknown ()	none	None	0.00%		unknown (None)	unknown ()	none	None	0.00%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334440	Klebsiella pneumoniae	strong	172	303174	623369	5455132	no	-	ST86	3	0	0	0	-	0	-	0	iuc 1	1	iro 1	1	rmp 1; KpVP-1	26	-	wzi2	KL2	K2	none	Very high	99.94%		O1/O2v1	O1ab	none	Very high	98.46%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST86	9	4	2	1	1	1	27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	2	2	2	rmpA_40*-45%
ERR1334441	Klebsiella pneumoniae	strong	344	177738	804528	5655599	no	-	ST258	1	2	4	3	ybt 13; ICEKp2 (truncated)	299-1LV	-	0	-	0	-	0	-	0	-	wzi29	KL106	unknown (KL106)	?	Good	99.97%		O1/O2v2	O2afg	none	Very high	98.48%		aac(6')-Ib'.v1	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	KPC-2	SHV-11	35Q	OmpK35-25%	-	GyrA-83I;ParC-80I	OXA-9.v1*-42%	-	ST258	3	3	1	1	1	1	79	6	4	20	14	1	126*-71%	131	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334442	Klebsiella pneumoniae	strong	208	289922	589312	5575196	no	-	ST39	1	2	4	3	ybt 14; ICEKp5	151	-	0	-	0	-	0	-	0	-	wzi83	KL23	K23	none	Very high	99.91%		O1/O2v2	unknown (O1/O2v2)	none	Very high	98.49%		-	-	-	-	-	-	catA1^	-	-	tet(D)	-	-	-	-	-	-	KPC-3	SHV-1^	-	OmpK36GD	-	GyrA-83I;GyrA-87N;ParC-80I	-	-	ST39	2	1	2	4	9	1	14	4	4	5	4	1	69	62	2	4	4	20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334444	Klebsiella pneumoniae	strong	272	270384	804411	5715270	no	-	ST258	1	2	8	9	ybt 13; ICEKp2	299	-	0	-	0	-	0	-	0	-	wzi29	KL106	unknown (KL106)	?	Good	99.98%		O1/O2v2	O2afg	none	Very high	98.48%		aac(6')-Ib'.v1;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-2	SHV-11	35Q	OmpK35-25%	-	GyrA-83I;ParC-80I	OXA-9.v1*-42%	-	ST258	3	3	1	1	1	1	79	6	4	20	14	1	126	131	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334445	Klebsiella pneumoniae	strong	436	214724	500088	5706121	no	-	ST147	0	2	6	11	-	0	-	0	-	0	-	0	-	0	-	wzi64	KL64	K64	?	Good	100.00%		O1/O2v1	O2a	none	Very high	98.62%		aac(6')-Il;aadA1.v1^;aadA2^;aph3-Ia.v1^;strA.v1;strB.v1	-	-	-	-	mphA	-	-	sul1	-	-	dfrA1.v2;dfrA12	-	-	-	-	VIM-1	SHV-11^	35Q	OmpK35-48%	-	GyrA-83I;ParC-80I	-	-	ST147	3	4	6	1	7	4	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334446	Klebsiella oxytoca	strong	93	301358	1149330	5716742	no	-	NA	1	1	1	1	ybt unknown	0	-	0	-	0	-	0	-	0	-	wzi531	unknown (KL68)	unknown (K68)	?+*	Low	85.80%		O5	O5	*	High	81.67%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-2-7^	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	2*	89*	178*	148*	42*	161*	533*	39*	57*-0%	130*	262*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334447	Klebsiella pneumoniae	strong	232	293496	584047	5503981	no	-	ST20	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi421	KL22	K22	-	Good	99.08%	KL22_17	O1/O2v2	O2afg	none	Very high	98.39%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1	-	-	-	-	-	-	ST20	2	3	1	1	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334448	Klebsiella pneumoniae	strong	107	366714	814823	5552256	no	-	ST3072	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi160	KL39	K39	none	Very high	99.26%		O1/O2v1	O2a	none	Very high	98.72%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST3072	4	4	1	97	27	7	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334451	Klebsiella pneumoniae	strong	188	177733	449915	5676927	no	-	ST258	1	3	9	9	ybt 13; ICEKp2	299	-	0	-	0	-	0	-	0	-	wzi29	KL106	unknown (KL106)	none	Very high	100.00%		O1/O2v2	O2afg	none	Very high	98.48%		aac(6')-Ib'.v1*;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-2	-	-	OmpK35-25%;OmpK36GD	MgrB-60%	GyrA-83I;ParC-80I	OXA-9.v1*-42%;SHV-129?-81%	-	ST258	3	3	1	1	1	1	79	6	4	20	14	1	126	131	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1334452	Klebsiella pneumoniae	strong	821	328953	839254	6227481	no	-	ST340	0	2	8	13	-	0	-	0	-	0	-	0	-	0	-	wzi50	KL15	K15	?	Good	99.98%		O4	O4	none	Very high	99.66%		aac(6')-Il;aadA1.v1^;aadA2;ant(2'')-Ia;aph3-Ia.v1^	-	-	qnrA1^	-	mphA	-	-	sul1;sul1	-	-	dfrA1.v2	CMY-13	-	CTX-M-15	-	VIM-1	SHV-11	35Q	-	-	GyrA-83I;ParC-80I	-	TEM-10.v2?-52%;TEM-104?-0%;strA.v1?-0%;strB.v1?-0%	ST340	3	3	1	1	1	1	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ybtA_39*-66%;ybtS_10*-0%;ybtE_107*-47%;ybtQ_102*-0%;ybtA_71*-0%
ERR1334453	Klebsiella pneumoniae	strong	1056	28650	114528	6634339	no	total_size	ST11	1	2	10	13	ybt 15; ICEKp11	230	-	0	-	0	-	0	-	0	-	wzi140	KL24	K24	?	Good	99.97%		O1/O2v1	O1ab	?-	Good	98.45%	O1/O2v1_03_wbbM	aac(3)-IIa.v1^;aac(6')-Ib'.v1;strA.v1^;strB.v1	-	-	-	-	mphA	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1	SHV-11	35Q	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST11	3	3	1	1	1	1	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
